Designator,Mid X,Mid Y,Rotation,Layer
C1,71.902,-80.772,0.0,top
C2,70.612,-109.728,0.0,top
DS1,149.9073,-50.04,0.0,top
R1,72.644,-92.4,180.0,top
R2,72.644,-99.568,0.0,top
R3,72.39,-86.868,180.0,top
R4,72.644,-104.648,180.0,top
SW1,116.085,-89.455,0.0,top
SW2,135.335,-89.455,0.0,top
SW3,154.585,-89.455,0.0,top
SW4,173.835,-89.455,0.0,top
SW5,193.085,-89.455,0.0,top
SW6,212.335,-89.455,0.0,top
SW8,91.19,-91.37,0.0,top
U1,241.818,-92.974,0.0,top
